ID	pielou_e
SRR15885257	0.9583889820042283
SRR15885258	0.8756960993023685
SRR15885259	0.9401038513767717
SRR15885260	0.9481416524164386
SRR15885261	0.937037939049326
SRR15885262	0.9210888762363283
SRR15885263	0.9410433412721456
SRR15885264	0.9456548328665797
SRR15885265	0.8008636488754787
SRR15885266	0.927833842436811
SRR15885267	0.9028393011264746
SRR15885268	0.93448940822459
SRR15885269	0.9455099262838726
SRR15885270	0.9267696652171267
SRR15885271	0.9517271890598504
SRR15885272	0.9325632403667687
SRR15885273	0.9232267036998685
SRR15885274	0.8900021898793972
SRR15885275	0.9336274028055676
SRR15885276	0.9102152725001486
SRR15885277	0.9383056163938412
SRR15885278	0.9113242210282195
SRR15885279	0.9496263841726119
SRR15885280	0.8848658105483288
SRR15885281	0.9132005043350789
SRR15885282	0.9207756155721986
SRR15885283	0.9253633895266729
SRR15885284	0.8835403190525475
SRR15885285	0.8894454401186875
SRR15885286	0.9345033195573936
SRR15885287	0.9282520734036583
SRR15885288	0.9045963383937115
SRR15885289	0.932804286621251
SRR15885290	0.8950806213285584
SRR15885291	0.9429104262537134
SRR15885292	0.8174840539092614
SRR15885293	0.8781804619304244
SRR15885294	0.9260644105758922
SRR15885295	0.8964562096337891
SRR15885296	0.919222041992978
SRR15885297	0.9403917518250466
SRR15885298	0.87860163787028
SRR15885299	0.9551206999453524
SRR15885300	0.8827652271012187
SRR15885301	0.937265346047399
SRR15885302	0.9493974159893965
SRR15885303	0.9155107929605748
SRR15885304	0.9226993805912292
SRR15885305	0.9451605215748587
SRR15885306	0.906251041265769
SRR15885307	0.9198756408554564
SRR15885308	0.9418413166052864
SRR15885309	0.9338238269689008
SRR15885310	0.9551759847512279
SRR15885311	0.9558218525834858
SRR15885312	0.950728523056743
SRR15885313	0.944949047425422
SRR15885314	0.930265953743447
SRR15885315	0.9298262660712575
SRR15885316	0.9486633122826473
SRR15885317	0.9270341170863836
SRR15885318	0.9540713135571098
SRR15885319	0.9161314357761355
SRR15885320	0.9385467224322898
SRR15885321	0.9285036921321767
SRR15885322	0.8635064495497039
SRR15885323	0.9666351133252155
SRR15885324	0.9276348634345892
SRR15885325	0.7752362778257983
SRR15885326	0.8587962123026414
SRR15885327	0.9519072888434135
SRR15885328	0.9612411576249846
SRR15885329	0.9423332107069569
SRR15885330	0.9100694900169284
SRR15885331	0.9175371584070408
SRR15885332	0.9442999864215108
SRR15885333	0.9531059985715161
SRR15885334	0.9559506991284638
SRR15885335	0.9343834610074541
SRR15885336	0.9405901626198494
SRR15885337	0.8989701053117567
SRR15885338	0.9409572111671793
SRR15885339	0.9506792816419866
SRR15885340	0.9300677103570687
SRR15885341	0.9256503179151924
SRR15885342	0.8422214410815418
SRR15885343	0.9452023515876171
SRR15885344	0.8140945829107454
SRR15885345	0.9316366297798272
SRR15885346	0.9473028160149263
SRR15885347	0.9263765428450403
SRR15885348	0.9136781299508769
SRR15885349	0.9451629394246013
SRR15885350	0.9221463483828924
SRR15885351	0.9357516392451366
SRR15885352	0.8493930349673307
SRR15885353	0.939087074771804
SRR15885354	0.9247916552545921
SRR15885355	0.9506187083685507
SRR15885356	0.9266763008885364
SRR15885357	0.9416137221711991
SRR15885358	0.9189373852116427
SRR15885359	0.9563429269621275
SRR15885361	0.9038205554628609
SRR15885362	0.9432868347778512
SRR15885363	0.8997745111361773
SRR15885364	0.8883565413610718
SRR15885365	0.9213522120290204
SRR15885366	0.9370791484911861
SRR15885367	0.9501350322206431
SRR15885368	0.9524418587406676
SRR15885369	0.9464804440812121
SRR15885370	0.9372786182136946
SRR15885371	0.9188205907735071
SRR15885372	0.9076814850733649
SRR15885373	0.8079700287990893
SRR15885374	0.9210604991789375
SRR15885375	0.9431657381762393
SRR15885376	0.9528128485109739
SRR15885377	0.9283188600940466
SRR15885378	0.9486853731881855
SRR15885379	0.940365640425253
SRR15885380	0.9000240319973137
SRR15885381	0.8945842685512017
SRR15885382	0.9325224831365905
SRR15885383	0.9218941401726768
SRR15885384	0.9439233265262978
SRR15885385	0.9231109467827658
SRR15885386	0.9460189748634328
SRR15885387	0.9395600659758202
SRR15885388	0.8961696450023277
SRR15885389	0.8807526691736158
SRR15885390	0.9474114488557651
SRR15885391	0.9116705139240807
SRR15885392	0.9337961198447713
SRR15885393	0.940817347291638
SRR15885394	0.949488880299871
SRR15885395	0.829112940607557
SRR15885396	0.92887288266937
SRR15885397	0.9221590532005062
SRR15885398	0.9164249518196923
SRR15885399	0.9201195638052265
SRR15885400	0.9287009492329525
SRR15885401	0.9394974336888813
SRR15885402	0.9365633178119483
SRR15885403	0.9450474909793435
SRR15885404	0.9213081371199224
SRR15885406	0.9486268423636377
SRR15885407	0.9233595756834528
SRR15885408	0.8945743089874829
SRR15885409	0.9130202026044109
SRR15885410	0.9298908267831146
SRR15885411	0.9216578046957982
