ID	simpson_e
SRR15885257	0.6326603783936661
SRR15885258	0.24686411477372316
SRR15885259	0.5397603446797291
SRR15885260	0.5527695967877453
SRR15885261	0.44558742967204484
SRR15885262	0.46579367739860267
SRR15885263	0.5455403083585854
SRR15885264	0.5406441571850658
SRR15885265	0.12856158001976148
SRR15885266	0.41543069112212977
SRR15885267	0.3379804930097117
SRR15885268	0.4306831937839391
SRR15885269	0.5807979103913389
SRR15885270	0.42470549222347265
SRR15885271	0.5619972428864862
SRR15885272	0.5026834448727576
SRR15885273	0.4761034898157274
SRR15885274	0.27692345047150985
SRR15885275	0.4842997010824758
SRR15885276	0.3332290459711063
SRR15885277	0.45096967499517454
SRR15885278	0.358660194715185
SRR15885279	0.5482566032134943
SRR15885280	0.2773785991537512
SRR15885281	0.3779774950385162
SRR15885282	0.4348173940871792
SRR15885283	0.4315996699678172
SRR15885284	0.3600401309370907
SRR15885285	0.27934288630880855
SRR15885286	0.61374791399359
SRR15885287	0.4261832970719537
SRR15885288	0.2831982681497012
SRR15885289	0.49284036995042657
SRR15885290	0.33868546687114237
SRR15885291	0.5125337672621886
SRR15885292	0.24593293814074385
SRR15885293	0.21904318711552226
SRR15885294	0.39240929733778535
SRR15885295	0.2696801808798909
SRR15885296	0.4356521552444016
SRR15885297	0.5078209504580038
SRR15885298	0.2846603332702982
SRR15885299	0.5845671285089928
SRR15885300	0.2478463146640949
SRR15885301	0.48031789820880233
SRR15885302	0.5743387293605635
SRR15885303	0.39864488802671033
SRR15885304	0.4463391282554056
SRR15885305	0.5177590526649598
SRR15885306	0.3382533500814744
SRR15885307	0.42948147773513046
SRR15885308	0.5077095698176816
SRR15885309	0.4796615814864444
SRR15885310	0.6250408464193135
SRR15885311	0.5993353227430303
SRR15885312	0.5581416615332517
SRR15885313	0.5266047901825364
SRR15885314	0.43491100955301176
SRR15885315	0.45230982687606175
SRR15885316	0.5533545325668179
SRR15885317	0.3852743222523815
SRR15885318	0.5886698848542867
SRR15885319	0.35812088528055835
SRR15885320	0.4849485359035142
SRR15885321	0.4771525975996552
SRR15885322	0.26964327532105664
SRR15885323	0.6916157360838615
SRR15885324	0.4235336722144834
SRR15885325	0.17223650591048173
SRR15885326	0.26380866906943606
SRR15885327	0.5704022385321772
SRR15885328	0.6265086955898499
SRR15885329	0.4662922899129414
SRR15885330	0.3685066656517502
SRR15885331	0.39150240582926416
SRR15885332	0.514584815680659
SRR15885333	0.6065565561096842
SRR15885334	0.5816548480605859
SRR15885335	0.47672440752690615
SRR15885336	0.4641396429095243
SRR15885337	0.29629559396599947
SRR15885338	0.5218201822680325
SRR15885339	0.5516498014082781
SRR15885340	0.4204602270189223
SRR15885341	0.37259689903995197
SRR15885342	0.16090465799161435
SRR15885343	0.6075135132875844
SRR15885344	0.21162294858215844
SRR15885345	0.44968745642528546
SRR15885346	0.5293643710251353
SRR15885347	0.4033446760309748
SRR15885348	0.37541783253925964
SRR15885349	0.517326120896714
SRR15885350	0.3877815553905778
SRR15885351	0.4701830591915334
SRR15885352	0.21790607808735782
SRR15885353	0.5423100307485449
SRR15885354	0.4095915461353432
SRR15885355	0.5829334798284028
SRR15885356	0.44979312035305236
SRR15885357	0.48001339429375445
SRR15885358	0.43645126435043013
SRR15885359	0.5940931927851423
SRR15885361	0.38237490299148713
SRR15885362	0.4630987366518274
SRR15885363	0.2881820462124119
SRR15885364	0.3935343254805919
SRR15885365	0.43395118840657393
SRR15885366	0.45742974034714395
SRR15885367	0.5307737300973122
SRR15885368	0.6281109392655413
SRR15885369	0.5770646264369833
SRR15885370	0.5130048788816002
SRR15885371	0.3773926923128248
SRR15885372	0.3692265339184049
SRR15885373	0.21767132431059572
SRR15885374	0.4448297896175731
SRR15885375	0.5091108854912684
SRR15885376	0.5734140125319862
SRR15885377	0.4142533921056162
SRR15885378	0.5893849970304426
SRR15885379	0.5155478083155304
SRR15885380	0.3571394286043425
SRR15885381	0.3042531573202044
SRR15885382	0.46803269309456325
SRR15885383	0.39250140201500805
SRR15885384	0.5364300366489002
SRR15885385	0.46582789075553366
SRR15885386	0.5446171500463383
SRR15885387	0.4892924416373932
SRR15885388	0.3029004193304942
SRR15885389	0.3088073435473298
SRR15885390	0.5460946955288344
SRR15885391	0.33602060209515566
SRR15885392	0.4516609343065315
SRR15885393	0.5121631369885612
SRR15885394	0.5740268201862365
SRR15885395	0.2568854074682425
SRR15885396	0.47472149798710483
SRR15885397	0.48461333283708924
SRR15885398	0.3318678051059853
SRR15885399	0.4479963024893972
SRR15885400	0.46009441063691164
SRR15885401	0.5034387078879059
SRR15885402	0.5413809041702096
SRR15885403	0.5205632911260618
SRR15885404	0.3815706387681752
SRR15885406	0.522231695737286
SRR15885407	0.41523700565619237
SRR15885408	0.2642123802523439
SRR15885409	0.3144107369304739
SRR15885410	0.42003433394248396
SRR15885411	0.4220828335872584
