ID	simpson
SRR15885257	0.99661536
SRR15885258	0.99370992
SRR15885259	0.99534504
SRR15885260	0.99798992
SRR15885261	0.99771928
SRR15885262	0.99572336
SRR15885263	0.99499168
SRR15885264	0.99729584
SRR15885265	0.98459728
SRR15885266	0.99638024
SRR15885267	0.99453096
SRR15885268	0.99753776
SRR15885269	0.99440984
SRR15885270	0.9968896
SRR15885271	0.99790416
SRR15885272	0.99642208
SRR15885273	0.99331088
SRR15885274	0.99432216
SRR15885275	0.99528576
SRR15885276	0.99596648
SRR15885277	0.99783664
SRR15885278	0.99567728
SRR15885279	0.99769992
SRR15885280	0.99306696
SRR15885281	0.99597312
SRR15885282	0.99600032
SRR15885283	0.99575648
SRR15885284	0.99115456
SRR15885285	0.99191912
SRR15885286	0.99006504
SRR15885287	0.99688392
SRR15885288	0.99498424
SRR15885289	0.99599792
SRR15885290	0.9945824
SRR15885291	0.99664184
SRR15885292	0.98459792
SRR15885293	0.99216928
SRR15885294	0.9960244
SRR15885295	0.991456
SRR15885296	0.99573344
SRR15885297	0.997074
SRR15885298	0.99285984
SRR15885299	0.99770688
SRR15885300	0.99304352
SRR15885301	0.99755352
SRR15885302	0.9967024
SRR15885303	0.99541408
SRR15885304	0.99622184
SRR15885305	0.99733232
SRR15885306	0.99301096
SRR15885307	0.99631584
SRR15885308	0.997166
SRR15885309	0.9963616
SRR15885310	0.99627064
SRR15885311	0.99799216
SRR15885312	0.9977263199999999
SRR15885313	0.99749808
SRR15885314	0.99708208
SRR15885315	0.99575648
SRR15885316	0.99672616
SRR15885317	0.99741736
SRR15885318	0.99714016
SRR15885319	0.9956164
SRR15885320	0.99652264
SRR15885321	0.9959928
SRR15885322	0.99121184
SRR15885323	0.99689056
SRR15885324	0.99575344
SRR15885325	0.97749624
SRR15885326	0.99108088
SRR15885327	0.99763088
SRR15885328	0.99609744
SRR15885329	0.99783376
SRR15885330	0.99612888
SRR15885331	0.99646224
SRR15885332	0.99706448
SRR15885333	0.99568416
SRR15885334	0.99784016
SRR15885335	0.99600448
SRR15885336	0.99773208
SRR15885337	0.995364
SRR15885338	0.99604056
SRR15885339	0.99801016
SRR15885340	0.99708536
SRR15885341	0.99741936
SRR15885342	0.99087392
SRR15885343	0.99189136
SRR15885344	0.98554928
SRR15885345	0.99639584
SRR15885346	0.997846
SRR15885347	0.99696168
SRR15885348	0.99459696
SRR15885349	0.99779336
SRR15885350	0.99678056
SRR15885351	0.99748304
SRR15885352	0.99051832
SRR15885353	0.99389416
SRR15885354	0.99717424
SRR15885355	0.99676328
SRR15885356	0.99633128
SRR15885357	0.9972732
SRR15885358	0.99592312
SRR15885359	0.9979012
SRR15885361	0.99437584
SRR15885362	0.99759536
SRR15885363	0.9947264
SRR15885364	0.9920092
SRR15885365	0.99358104
SRR15885366	0.99667256
SRR15885367	0.9973276
SRR15885368	0.99497768
SRR15885369	0.99602544
SRR15885370	0.99593896
SRR15885371	0.99596688
SRR15885372	0.99474104
SRR15885373	0.98266384
SRR15885374	0.99484392
SRR15885375	0.99724128
SRR15885376	0.99714576
SRR15885377	0.99627472
SRR15885378	0.99617864
SRR15885379	0.99657904
SRR15885380	0.99344256
SRR15885381	0.99259744
SRR15885382	0.99635392
SRR15885383	0.99628064
SRR15885384	0.99689304
SRR15885385	0.99517592
SRR15885386	0.99722216
SRR15885387	0.99693128
SRR15885388	0.99493648
SRR15885389	0.99173912
SRR15885390	0.99749496
SRR15885391	0.9955248
SRR15885392	0.99744336
SRR15885393	0.99667376
SRR15885394	0.99705232
SRR15885395	0.98222472
SRR15885396	0.99468056
SRR15885397	0.99288448
SRR15885398	0.996352
SRR15885399	0.99536896
SRR15885400	0.99606968
SRR15885401	0.99352984
SRR15885402	0.99189856
SRR15885403	0.99715408
SRR15885404	0.99625072
SRR15885406	0.99779648
SRR15885407	0.9964216
SRR15885408	0.99341768
SRR15885409	0.99578176
SRR15885410	0.99651936
SRR15885411	0.9952992
