ID	shannon
SRR15885257	8.49830224449808
SRR15885258	8.171047513079603
SRR15885259	8.119324068668533
SRR15885260	9.304854715093887
SRR15885261	9.31651330105111
SRR15885262	8.263588970213792
SRR15885263	8.013642629089485
SRR15885264	8.906037745926522
SRR15885265	7.191867349559195
SRR15885266	8.700493277749336
SRR15885267	8.197315696818663
SRR15885268	9.233796337711007
SRR15885269	7.816328732696947
SRR15885270	8.86376362092063
SRR15885271	9.259944600880146
SRR15885272	8.503989235492654
SRR15885273	7.657815372439751
SRR15885274	8.288486224293589
SRR15885275	8.192381652627347
SRR15885276	8.68268803667489
SRR15885277	9.38437748064616
SRR15885278	8.505530529357182
SRR15885279	9.146019842734392
SRR15885280	7.983584807940576
SRR15885281	8.547328018936383
SRR15885282	8.441135086435962
SRR15885283	8.414104568064454
SRR15885284	7.328631862895588
SRR15885285	7.819259744565891
SRR15885286	6.875656772131755
SRR15885287	8.870846559743832
SRR15885288	8.556967205504998
SRR15885289	8.382031877737722
SRR15885290	8.136383472539556
SRR15885291	8.658175373798354
SRR15885292	6.576163915936972
SRR15885293	8.068153087560654
SRR15885294	8.634791762007685
SRR15885295	7.854347008349432
SRR15885296	8.338688156771745
SRR15885297	8.834475230839645
SRR15885298	7.856907891069793
SRR15885299	9.114747231762953
SRR15885300	8.103704532615575
SRR15885301	9.12241797356463
SRR15885302	8.586724406108608
SRR15885303	8.326934140628065
SRR15885304	8.499803623453193
SRR15885305	8.97887929351634
SRR15885306	7.906599763927581
SRR15885307	8.55832127810807
SRR15885308	8.891800646720876
SRR15885309	8.556059334806445
SRR15885310	8.352855272219488
SRR15885311	9.270233862252532
SRR15885312	9.14795911508721
SRR15885313	9.041230979272125
SRR15885314	8.951067212795456
SRR15885315	8.391811819965408
SRR15885316	8.640922981174679
SRR15885317	9.245292510696315
SRR15885318	8.79111754711678
SRR15885319	8.533901342939306
SRR15885320	8.645787566258528
SRR15885321	8.385007778421995
SRR15885322	7.530725396611346
SRR15885323	8.56543774556144
SRR15885324	8.459047656663937
SRR15885325	6.21059399831091
SRR15885326	7.498423712250294
SRR15885327	9.072991485012457
SRR15885328	8.339686981849555
SRR15885329	9.377426076113892
SRR15885330	8.603133184886053
SRR15885331	8.712799838015268
SRR15885332	8.848739991008278
SRR15885333	8.175198868321122
SRR15885334	9.212138043247268
SRR15885335	8.443251174361954
SRR15885336	9.304114442010487
SRR15885337	8.547223148981978
SRR15885338	8.392268678527385
SRR15885339	9.346420108139393
SRR15885340	8.996010491407116
SRR15885341	9.27720795239278
SRR15885342	7.926576347078292
SRR15885343	7.245293534632452
SRR15885344	6.800251580896079
SRR15885345	8.635457940365045
SRR15885346	9.261242542216241
SRR15885347	8.960307949222312
SRR15885348	8.173256396002369
SRR15885349	9.2387664695022
SRR15885350	8.894708701194348
SRR15885351	9.098133085356864
SRR15885352	7.57562031356722
SRR15885353	7.736579407438955
SRR15885354	9.021238559948086
SRR15885355	8.602955339009695
SRR15885356	8.565430275473872
SRR15885357	9.018238407596487
SRR15885358	8.393965838112225
SRR15885359	9.22627862930134
SRR15885361	8.00883248938144
SRR15885362	9.254183064696347
SRR15885363	8.423638382297007
SRR15885364	7.384803950895815
SRR15885365	7.8202901905113436
SRR15885366	8.770826148077603
SRR15885367	8.989683079502184
SRR15885368	7.9132098689136114
SRR15885369	8.298914993500789
SRR15885370	8.348238110032504
SRR15885371	8.599930620507436
SRR15885372	8.176783869858431
SRR15885373	6.504036364327877
SRR15885374	8.076028231071971
SRR15885375	8.937187116178691
SRR15885376	8.818310134659429
SRR15885377	8.670358908127232
SRR15885378	8.34313369814045
SRR15885379	8.601717217344326
SRR15885380	7.864493027468152
SRR15885381	7.867346085133892
SRR15885382	8.57431749372302
SRR15885383	8.684206088617936
SRR15885384	8.711297238240943
SRR15885385	8.121217660605177
SRR15885386	8.862784878716951
SRR15885387	8.812489357377656
SRR15885388	8.378046391200531
SRR15885389	7.587428689360694
SRR15885390	9.013414445700374
SRR15885391	8.548926343413633
SRR15885392	9.112190974490987
SRR15885393	8.652901011678171
SRR15885394	8.741957717770244
SRR15885395	6.446176561583511
SRR15885396	8.015575359275358
SRR15885397	7.5431772217143855
SRR15885398	8.88015592409098
SRR15885399	8.200923848296167
SRR15885400	8.461520345537187
SRR15885401	7.762216904119417
SRR15885402	7.33599745972221
SRR15885403	8.882259144424122
SRR15885404	8.705577535840082
SRR15885406	9.261645318856763
SRR15885407	8.67446708746941
SRR15885408	8.200936753006738
SRR15885409	8.727031216206754
SRR15885410	8.757574661588682
SRR15885411	8.273980106432596
