,Group,gamma,max_depth,min_child_weight,n_estimators,random_state,accuracy,precision,recall,roc_auc,f1,f2
0,selected_features,0.2,4,14,25,1234,0.8600917431192661,0.8675213675213675,0.871244635193133,0.8592676377936108,0.8693790149892933,0.8704974271012008
0,selected_features,0.2,4,14,25,1234,0.8778625954198473,0.9154929577464789,0.8666666666666667,0.8797619047619047,0.8904109589041095,0.876010781671159
0,selected_features,0.2,4,14,25,1234,0.7575757575757576,0.9532710280373832,0.7034482758620689,0.8045543266102798,0.8095238095238095,0.7423580786026202
