,Group,class_weight,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,random_state,accuracy,precision,recall,roc_auc,f1,f2
0,selected_features,balanced_subsample,20,sqrt,5,5,900,1234,0.9220183486238532,0.927038626609442,0.927038626609442,0.9216473921224551,0.927038626609442,0.927038626609442
0,selected_features,balanced_subsample,20,sqrt,5,5,900,1234,0.9389312977099237,0.958904109589041,0.9333333333333333,0.9398809523809524,0.9459459459459458,0.938337801608579
0,selected_features,balanced_subsample,20,sqrt,5,5,900,1234,0.7373737373737373,0.9696969696969697,0.6620689655172414,0.8027325959661679,0.7868852459016394,0.7069219440353461
