	fb_ratio
SRR15885102	2.0809284818067755
SRR15885103	5.017543859649122
SRR15885104	2.8436278342455044
SRR15885105	0.5282035561005518
SRR15885106	7.853790613718411
SRR15885107	0.547867298578199
SRR15885108	2.36401384083045
SRR15885109	0.7652142599927979
SRR15885110	2.075862068965517
SRR15885111	1.372937293729373
SRR15885112	2.4566246056782335
SRR15885113	0.35155822854018587
SRR15885114	2.590446358653093
SRR15885115	3.717948717948717
SRR15885116	0.6648685097774781
SRR15885117	1.1416416416416415
SRR15885118	3.909714285714286
SRR15885120	0.5940035273368606
SRR15885121	0.43536804308797133
SRR15885122	21.857142857142854
SRR15885123	2.017467248908297
SRR15885124	0.8456953642384106
SRR15885126	0.4307926829268294
SRR15885127	1.4388659184878914
SRR15885128	8.901437371663244
SRR15885129	2.86547619047619
SRR15885130	27.295180722891565
SRR15885131	11.646753246753248
SRR15885132	2.776911076443058
SRR15885133	13.376175548589343
SRR15885134	5.732558139534884
SRR15885135	4.593886462882097
SRR15885136	4.549019607843137
SRR15885137	2.088255261371351
SRR15885138	1.8225030084235863
SRR15885139	9.12967032967033
SRR15885140	3.74228855721393
SRR15885141	5.253521126760563
SRR15885142	6.088626292466766
SRR15885143	2.895440251572327
SRR15885144	0.668186601192564
SRR15885145	3.9113924050632916
SRR15885146	12.793918918918918
SRR15885147	1.5772972972972974
SRR15885148	1.3874938453963563
SRR15885149	4.25997425997426
SRR15885150	14.348178137651821
SRR15885151	2.254327563249001
SRR15885152	1.6440809968847354
SRR15885153	3.265524625267666
SRR15885154	2.7433831990794015
SRR15885155	14.383802816901408
SRR15885156	1.8078703703703702
SRR15885157	27.407643312101914
SRR15885158	2.411558669001751
SRR15885159	0.9797114517583408
SRR15885160	0.8133385951065509
SRR15885161	6.70681818181818
SRR15885162	6.94269340974212
SRR15885163	11.62215909090909
SRR15885164	3.0247440273037545
SRR15885165	3.0129533678756477
SRR15885166	4.783233532934132
SRR15885167	6.265700483091788
SRR15885168	3.140267175572519
SRR15885169	1.9783783783783782
SRR15885170	7.973831775700934
SRR15885171	5.591489361702128
SRR15885172	2.6890060240963853
SRR15885173	1.9317762753534111
SRR15885174	0.745262390670554
SRR15885175	0.7579875137715755
SRR15885176	3.808232931726908
SRR15885177	3.9529964747356052
SRR15885178	53.62962962962963
SRR15885179	2.189189189189189
SRR15885180	28.81212121212121
SRR15885181	6.121522693997072
SRR15885182	6.47129909365559
SRR15885183	0.7714489142043433
SRR15885184	3.4854014598540144
SRR15885185	2.4211248285322355
SRR15885186	2.269100743745774
SRR15885187	1.9919254658385093
SRR15885188	1.4932920536635705
SRR15885189	0.9062980030721967
SRR15885190	0.46912039925140364
SRR15885191	3.387755102040816
SRR15885192	2.830718414533443
SRR15885193	0.04542418169672679
SRR15885194	0.4584291817285573
SRR15885195	2.375
SRR15885196	1.7314763231197774
SRR15885197	1.5412605588044184
SRR15885198	1.2058823529411762
SRR15885199	0.42758142758142753
SRR15885200	2.6268292682926835
SRR15885201	0.3241455347298787
SRR15885202	30.5
SRR15885203	5.05105105105105
SRR15885204	3.3217054263565893
SRR15885205	2.576331360946746
SRR15885206	3.542067307692308
SRR15885207	2.7924731182795695
SRR15885208	1.5452003727865795
SRR15885209	2.7434154630416314
SRR15885210	1.4598612487611495
SRR15885211	3.5663811563169165
SRR15885212	1.2456700091157702
SRR15885213	1.5521314843348741
SRR15885214	4.238938053097345
SRR15885215	1.6109936575052854
SRR15885216	30.61437908496732
SRR15885217	2.3238231098430813
SRR15885218	0.46902125112241844
SRR15885219	3.6685446009389673
SRR15885220	0.27642067369503726
SRR15885221	1.308457711442786
SRR15885222	4.385964912280702
SRR15885223	0.8891575977428456
SRR15885224	1.790441176470588
SRR15885225	1.4960296453149815
SRR15885226	3.739656912209889
SRR15885227	1.2882579403272376
SRR15885228	3.2511091393078972
SRR15885229	2.264887063655031
SRR15885230	1.496938775510204
SRR15885231	3.4167497507477567
SRR15885232	0.7864344637946837
SRR15885233	822.0000000000001
SRR15885234	3.733403582718651
SRR15885235	1.837041884816754
SRR15885236	0.9827197595792637
SRR15885237	0.9111952861952861
SRR15885238	1.7631184407796103
SRR15885239	0.32396251673360105
SRR15885240	2.871816638370119
SRR15885242	1.7935748462064252
SRR15885243	1.977034120734908
SRR15885244	6.664074650077761
SRR15885245	1.5522875816993462
SRR15885246	2.8812980358667803
SRR15885247	0.21907343518974867
SRR15885248	2.1274193548387097
SRR15885249	1.087153652392947
SRR15885250	0.5274365274365275
SRR15885251	6.079584775086506
SRR15885252	1.561090718405873
SRR15885253	2.7508250825082508
SRR15885254	1.8753263707571801
SRR15885255	6.587591240875912
SRR15885256	2.8669322709163345
