,Group,class_weight,max_depth,n_estimators,random_state,accuracy,precision,recall,roc_auc,f1,f2
0,all_features,balanced_subsample,2,880,1234,0.8326771653543307,0.8977777777777778,0.7651515151515151,0.835444610034774,0.8261758691206544,0.7884465261514442
0,all_features,balanced_subsample,2,880,1234,0.7245901639344262,0.890625,0.6195652173913043,0.7519313690262306,0.7307692307692307,0.6597222222222221
