,Group,leaf_size,metric,n_neighbors,p,weights,accuracy,precision,recall,roc_auc,f1,f2
0,selected_features,30,minkowski,34,2,uniform,0.7083906464924347,0.7265193370165746,0.699468085106383,0.7087084015275504,0.7127371273712737,0.704715969989282
0,selected_features,30,minkowski,34,2,uniform,0.5704918032786885,0.7523809523809524,0.42934782608695654,0.6072358965145527,0.5467128027681661,0.469678953626635
