,Group,class_weight,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,random_state,accuracy,precision,recall,roc_auc,f1,f2
0,selected_features,balanced_subsample,4,sqrt,2,2,30,1234,0.8376891334250344,0.9134615384615384,0.7579787234042553,0.8405278232405892,0.8284883720930233,0.7846916299559471
0,selected_features,balanced_subsample,4,sqrt,2,2,30,1234,0.8356164383561644,0.9222222222222223,0.7410714285714286,0.8378254339118826,0.8217821782178217,0.771375464684015
0,selected_features,balanced_subsample,4,sqrt,2,2,30,1234,0.7836065573770492,0.927536231884058,0.6956521739130435,0.806503772906935,0.7950310559006211,0.7322654462242563
