,Group,gamma,max_depth,min_child_weight,n_estimators,random_state,accuracy,precision,recall,roc_auc,f1,f2
0,selected_features,0.0,2,7,11,1234,0.7909215955983494,0.8478260869565217,0.726063829787234,0.7932313450930472,0.7822349570200573,0.7475355969331873
0,selected_features,0.0,2,7,11,1234,0.7945205479452054,0.8526315789473684,0.7232142857142857,0.7961865821094792,0.782608695652174,0.7458563535911603
0,selected_features,0.0,2,7,11,1234,0.7639344262295082,0.8733333333333333,0.7119565217391305,0.7774658641753502,0.7844311377245509,0.7392776523702032
