ID	simpson
SRR9207262	0.9668551073945649
SRR9207263	0.9474539221008388
SRR9207264	0.9641331894191637
SRR9207265	0.9743693437294935
SRR9207266	0.9709174227628432
SRR9207267	0.9380884727807319
SRR9207268	0.9363193449202124
SRR9207269	0.9493753134290259
SRR9207270	0.9267826610946979
SRR9207271	0.9586306111737746
SRR9207272	0.9661930430986135
SRR9207273	0.9573281135066751
SRR9207274	0.983131501996095
SRR9207275	0.9782869957728099
SRR9207276	0.9398913843017445
SRR9207277	0.9209737023000859
SRR9207278	0.8915480704860397
SRR9207279	0.9573978113434477
SRR9207280	0.9241873166060909
SRR9207281	0.947964180631673
SRR9207282	0.9350637967844785
SRR9207283	0.8759607755787959
SRR9207284	0.9774682864438503
SRR9207285	0.9458419132642248
SRR9207286	0.9655668880924374
SRR9207287	0.9710330651399721
SRR9207288	0.9549969855522712
SRR9207289	0.9526059343981238
SRR9207290	0.9700237414303555
SRR9207291	0.9416383518661833
SRR9207292	0.9287959724514568
SRR9207293	0.8787373458448546
SRR9207294	0.9785542517125615
SRR9207295	0.9655022689622564
SRR9207296	0.927933180340202
SRR9207297	0.9303434061364267
SRR9207298	0.9711765687346282
SRR9207299	0.9281797777694655
SRR9207300	0.9565783641523694
SRR9207301	0.798585494863286
SRR9207302	0.8853990077485955
SRR9207303	0.8990471814619527
SRR9207304	0.970690698745743
SRR9207305	0.9453064159397289
SRR9207306	0.9583796321791707
SRR9207307	0.962499161995088
SRR9207308	0.9662460486373902
SRR9207309	0.9659402821588489
