ID	simpson_e
SRR9207262	0.09891987171660137
SRR9207263	0.10069267778955875
SRR9207264	0.09782782112495138
SRR9207265	0.1393420649762393
SRR9207266	0.11200276246722571
SRR9207267	0.10222836050603651
SRR9207268	0.07660173681278776
SRR9207269	0.1002700950032179
SRR9207270	0.07987115215888818
SRR9207271	0.12396134614766639
SRR9207272	0.14289715245556478
SRR9207273	0.17105571543302922
SRR9207274	0.18760158499545893
SRR9207275	0.1535178319156393
SRR9207276	0.0871023568488666
SRR9207277	0.06456130382952352
SRR9207278	0.05360857584026384
SRR9207279	0.11339600210077781
SRR9207280	0.11883247770296969
SRR9207281	0.10444310620394844
SRR9207282	0.08700412457705657
SRR9207283	0.080619659197825
SRR9207284	0.12093157644387345
SRR9207285	0.08548362596737456
SRR9207286	0.11256516700126593
SRR9207287	0.14384216648397738
SRR9207288	0.06837148832545295
SRR9207289	0.06698313669206511
SRR9207290	0.10048112528029907
SRR9207291	0.08237759661394091
SRR9207292	0.09960389637686147
SRR9207293	0.08084864740041196
SRR9207294	0.1434747361427035
SRR9207295	0.13609114395421004
SRR9207296	0.09439463432060159
SRR9207297	0.09700096404355171
SRR9207298	0.14160814566046698
SRR9207299	0.10793531047026433
SRR9207300	0.11871130773022251
SRR9207301	0.051717559565018195
SRR9207302	0.03729029033299579
SRR9207303	0.08053347512777896
SRR9207304	0.10276765613215018
SRR9207305	0.10883142976736636
SRR9207306	0.1388826462488978
SRR9207307	0.11444665564540363
SRR9207308	0.16368044793040362
SRR9207309	0.11468826659745379
