ID	shannon
SRR9207262	6.108718804340131
SRR9207263	5.4387355946113525
SRR9207264	6.093611423410573
SRR9207265	6.113255278835097
SRR9207266	6.495592513835739
SRR9207267	4.974479470455992
SRR9207268	5.247380027585172
SRR9207269	5.29575111152431
SRR9207270	5.014761428556683
SRR9207271	5.486119998448404
SRR9207272	5.5796797381551
SRR9207273	5.2174201845698285
SRR9207274	6.855165149939184
SRR9207275	6.553299327590903
SRR9207276	5.268896941000173
SRR9207277	5.110751098113508
SRR9207278	4.4446064731192285
SRR9207279	5.630052013986077
SRR9207280	4.427435927837159
SRR9207281	5.058324857378044
SRR9207282	5.142733346880915
SRR9207283	4.131315790927664
SRR9207284	6.380088933711411
SRR9207285	5.575371360973211
SRR9207286	5.894191363645361
SRR9207287	6.138494616470902
SRR9207288	5.809752673236749
SRR9207289	5.657480343883852
SRR9207290	6.168405890086285
SRR9207291	5.284863333200035
SRR9207292	4.83682030103073
SRR9207293	4.046219291520574
SRR9207294	6.5807522783469885
SRR9207295	5.705184849474349
SRR9207296	4.625325541336216
SRR9207297	4.903217770376095
SRR9207298	5.876258391757495
SRR9207299	4.781854027098373
SRR9207300	5.48205358740737
SRR9207301	3.5055003172885373
SRR9207302	4.690215431691459
SRR9207303	4.568238060049244
SRR9207304	6.421690415488952
SRR9207305	5.148476278139957
SRR9207306	5.4970067345157805
SRR9207307	5.796503497982732
SRR9207308	5.707581037902079
SRR9207309	5.912389339934642
