ID	pielou_e
SRR9207262	0.7402116145797065
SRR9207263	0.7191961444123571
SRR9207264	0.7472406302534784
SRR9207265	0.752004237777478
SRR9207266	0.7861919568105257
SRR9207267	0.681082803820136
SRR9207268	0.6832988639326119
SRR9207269	0.6947933754538572
SRR9207270	0.6760395166246871
SRR9207271	0.7211623226787857
SRR9207272	0.7252471823216956
SRR9207273	0.735051648624514
SRR9207274	0.8255474654053302
SRR9207275	0.7963839736996309
SRR9207276	0.6953410003015491
SRR9207277	0.6711681998051696
SRR9207278	0.5984982518035101
SRR9207279	0.7317945744352126
SRR9207280	0.6516286337085127
SRR9207281	0.6723311228009129
SRR9207282	0.6886723344437705
SRR9207283	0.6218249873147457
SRR9207284	0.7488687010061278
SRR9207285	0.7189493541225177
SRR9207286	0.7357413759115682
SRR9207287	0.7763474835329349
SRR9207288	0.6962543919044537
SRR9207289	0.681689184238959
SRR9207290	0.7365226087173472
SRR9207291	0.6863066950254388
SRR9207292	0.6774683817360068
SRR9207293	0.6064090767818229
SRR9207294	0.7886527935933045
SRR9207295	0.7376081494456631
SRR9207296	0.6424355609257023
SRR9207297	0.6801095064644115
SRR9207298	0.7403964294352059
SRR9207299	0.6820281033394777
SRR9207300	0.7213311127696731
SRR9207301	0.5323493211851442
SRR9207302	0.5959336827200712
SRR9207303	0.6580091487797362
SRR9207304	0.7667653947339298
SRR9207305	0.6964630958994524
SRR9207306	0.7393788318939434
SRR9207307	0.7370760802658435
SRR9207308	0.7610264429209274
SRR9207309	0.7390486674918303
