,Group,C,gamma,kernel,max_iter,probability,random_state,accuracy,precision,recall,roc_auc,f1,f2
0,all_features,0.1,0.1,linear,200,True,1234,0.8486238532110092,0.8436213991769548,0.8798283261802575,0.8463181039768283,0.8613445378151261,0.8723404255319149
0,all_features,0.1,0.1,linear,200,True,1234,0.46464646464646464,0.9333333333333333,0.2896551724137931,0.6165256994144438,0.44210526315789483,0.336
