ID	simpson_e
SRR15884199	0.10163372555007631
SRR15884200	0.10364584714846102
SRR15884201	0.06621596724417939
SRR15884202	0.11383902815348453
SRR15884203	0.1054360152473974
SRR15884204	0.08532403406026226
SRR15884205	0.10456384196398265
SRR15884206	0.0857354485544235
SRR15884207	0.037736273411678366
SRR15884208	0.08592116896341513
SRR15884209	0.07164554196906434
SRR15884210	0.01352184595273562
SRR15884211	0.06660280718470803
SRR15884212	0.2572535837893856
SRR15884213	0.07577736650942421
SRR15884214	0.03783777986626852
SRR15884215	0.04003886781100526
SRR15884216	0.07574221018786895
SRR15884217	0.06365725386375337
SRR15884218	0.041695590341745525
SRR15884219	0.11029955249530282
SRR15884220	0.06142590659724065
SRR15884221	0.0712433558018919
SRR15884222	0.0810381082806308
SRR15884223	0.09883112038595056
SRR15884224	0.12809528551245292
SRR15884225	0.06166168412305655
SRR15884226	0.09650144808142962
SRR15884227	0.034831607402107806
SRR15884228	0.1132919355537465
SRR15884229	0.24540797505241418
SRR15884230	0.1459259539955939
SRR15884231	0.2164635903392265
SRR15884232	0.2166189203907098
SRR15884233	0.24755654755975193
SRR15884234	0.21850652364336728
SRR15884235	0.1447689198501352
SRR15884236	0.09826172647582825
SRR15884237	0.199894890469114
SRR15884238	0.11968727687000193
SRR15884239	0.08137645897656136
SRR15884240	0.12802338489487108
SRR15884241	0.3462613182090822
SRR15884242	0.17806866441663854
SRR15884243	0.23307448081494025
SRR15884244	0.2067935588339338
SRR15884245	0.31489985177034185
SRR15884246	0.1493491007750382
SRR15884247	0.06906602974894913
SRR15884248	0.1256061072462726
SRR15884249	0.2203466666511543
SRR15884250	0.17435057548940552
SRR15884251	0.11093150265470621
SRR15884252	0.09196643604721727
SRR15884253	0.09754615544615093
SRR15884254	0.05637406691899399
SRR15884255	0.14899689449944706
SRR15884256	0.16311455365464028
SRR15884257	0.12823366315441842
SRR15884258	0.05743195054732301
SRR15884259	0.19738838117351307
SRR15884260	0.20840181416946946
SRR15884261	0.1822767131408124
SRR15884262	0.0999084630668704
SRR15884263	0.196674705889498
SRR15884264	0.08616227815875789
SRR15884265	0.03144613283231912
SRR15884266	0.16740048342581204
SRR15884267	0.12296765212943084
SRR15884268	0.24601129101293595
SRR15884269	0.33158904233503406
SRR15884270	0.11251185874991224
SRR15884271	0.2061914713137187
SRR15884272	0.10304426983799012
SRR15884273	0.11482297663612387
SRR15884274	0.0815889501565336
SRR15884275	0.17423710631474298
SRR15884276	0.1076214413904952
SRR15884277	0.12369529909374888
SRR15884278	0.18743889492025598
SRR15884279	0.2703373665433633
SRR15884280	0.17631042369792638
SRR15884281	0.08934480949542338
SRR15884282	0.24008741486740356
SRR15884283	0.27368449170111997
SRR15884284	0.11002301769548603
SRR15884285	0.12694929886714712
SRR15884286	0.13190154244186436
SRR15884287	0.03469209560639762
SRR15884288	0.21387812368999654
SRR15884289	0.0837513951726165
SRR15884290	0.20029606321933427
SRR15884291	0.13194530531425863
SRR15884292	0.0744638117074459
SRR15884293	0.15202623607971766
SRR15884294	0.0383795686777573
SRR15884295	0.05368835429070411
SRR15884296	0.08899650742106274
SRR15884297	0.05200888434901719
SRR15884298	0.17857720171724978
SRR15884299	0.15103409784457666
SRR15884300	0.18247178913151316
SRR15884301	0.06279777953482057
SRR15884302	0.11227452670269078
SRR15884303	0.07615860620733461
SRR15884304	0.21475134920541655
SRR15884305	0.05503726207567723
SRR15884306	0.11097942736178072
SRR15884307	0.0884950270219565
SRR15884308	0.04741231637328398
SRR15884309	0.046176577533188844
SRR15884310	0.08196895999422939
SRR15884311	0.10741978534948816
SRR15884312	0.14178890363669938
SRR15884313	0.12454596767484136
SRR15884314	0.20271873391933642
SRR15884315	0.027588165055038888
SRR15884316	0.11159036245638843
SRR15884317	0.10675804563221489
SRR15884318	0.0241382941343561
SRR15884319	0.0365139015579956
SRR15884320	0.13770407992512243
SRR15884321	0.045813676700462935
SRR15884322	0.07848713571985463
SRR15884323	0.08064891900963281
SRR15884324	0.075127556072353
SRR15884325	0.1469294910056818
SRR15884326	0.18893993390911343
SRR15884327	0.09256657521385249
SRR15884328	0.1168961181604666
SRR15884329	0.0714675821103629
SRR15884330	0.11483864490546004
SRR15884331	0.05739937448825014
SRR15884332	0.08991714394147168
SRR15884333	0.2677787640129163
SRR15884334	0.1881942410273804
SRR15884335	0.14579145838169966
SRR15884336	0.06357970579533848
SRR15884337	0.31303386360268115
SRR15884338	0.1304951616987472
SRR15884339	0.16020736215630393
SRR15884340	0.14903332218166662
SRR15884341	0.16877291666171598
SRR15884342	0.2364052110138729
SRR15884343	0.054529707793530675
SRR15884344	0.21186336541735637
SRR15884345	0.2171735868827432
SRR15884346	0.183531687039418
SRR15884347	0.10094997968886411
SRR15884349	0.11676436200718576
SRR15884350	0.13758940284217877
SRR15884351	0.11641482786652095
SRR15884352	0.06850956445038918
SRR15884353	0.041401448984472136
SRR15884354	0.13389180139261395
SRR15884355	0.13424722399562802
SRR15884356	0.1386082072691688
SRR15884357	0.15712603855126325
SRR15884358	0.12463167849318267
SRR15884359	0.18431133646833647
SRR15884360	0.16548824473450166
SRR15884361	0.14938538312068503
SRR15884362	0.16911005899100012
SRR15884363	0.08226635516017684
SRR15884364	0.137766994087746
SRR15884365	0.16685225977225657
SRR15884366	0.17482579343952087
SRR15884367	0.14332734828903373
SRR15884368	0.28812760300239104
SRR15884369	0.08044729727007566
SRR15884370	0.11180521777956982
SRR15884371	0.24771471287070562
SRR15884372	0.14647464816789507
SRR15884373	0.25621143633565996
SRR15884374	0.10467915399647634
SRR15884375	0.1031820979291221
SRR15884376	0.11022828542459322
SRR15884377	0.17331807838447366
SRR15884378	0.2540598871591995
SRR15884379	0.08522015529484825
SRR15884380	0.22551333374647367
SRR15884381	0.038579091922248
SRR15884382	0.15432654340988372
SRR15884383	0.24294074445906583
SRR15884384	0.13941916970084603
SRR15884385	0.14678506420402196
SRR15884386	0.3222376595543659
SRR15884387	0.21655146128926078
SRR15884388	0.19272279348513083
SRR15884389	0.11883214129168217
SRR15884390	0.05746858937012053
SRR15884391	0.016436504237783124
SRR15884392	0.0348488194647373
SRR15884393	0.11781746334929635
SRR15884394	0.18186506993985
SRR15884395	0.08754846507929859
SRR15884396	0.17679069170136005
SRR15884397	0.04254772220598978
SRR15884398	0.06739818899664282
SRR15884399	0.03977567891738061
SRR15884400	0.15468626111773473
SRR15884401	0.10232047530856725
SRR15884402	0.14079564520195756
SRR15884403	0.10866020060237737
SRR15884404	0.06269811570042423
SRR15884405	0.054551408147281606
SRR15884406	0.1173571562727423
SRR15884407	0.03378507492151186
SRR15884408	0.09023041057182803
SRR15884409	0.1600705642269693
SRR15884410	0.09970342776715575
SRR15884411	0.06223391392231205
SRR15884412	0.18917121035735684
SRR15884413	0.09784082671960652
SRR15884414	0.09454973641764862
SRR15884415	0.06872775900990681
SRR15884416	0.03284147143243884
SRR15884417	0.11310948116427624
SRR15884418	0.055890690043628885
SRR15884419	0.04776825636264767
SRR15884420	0.08972808914716796
SRR15884421	0.1065141352437754
SRR15884422	0.19640438871734409
SRR15884423	0.06405486786249417
SRR15884424	0.11369329710525224
SRR15884425	0.11260427380963317
SRR15884426	0.11227487764283836
SRR15884427	0.041772805098501196
SRR15884428	0.08376293892818658
SRR15884429	0.11001725792317449
SRR15884430	0.1836622739352495
SRR15884431	0.17632546532431362
SRR15884432	0.04373202801696223
SRR15884433	0.07953610977561146
SRR15884434	0.11245984958450136
SRR15884435	0.0728755891262625
SRR15884436	0.11340162742221908
SRR15884437	0.13909460053009953
SRR15884438	0.05302129101753583
SRR15884439	0.154966497730869
SRR15884440	0.11468545824905255
SRR15884441	0.0981074476848314
SRR15884442	0.10398010556126866
SRR15884443	0.1692813411199139
SRR15884444	0.04197329459540743
SRR15884445	0.053486477069628426
SRR15884446	0.1969314860550767
SRR15884447	0.06827131678881199
SRR15884448	0.15074978117161772
SRR15884449	0.04933810952547197
SRR15884450	0.12271939382981223
SRR15884451	0.17955781661142511
SRR15884452	0.13476328317210343
SRR15884453	0.14928799182331756
SRR15884454	0.22954177695230887
SRR15884455	0.17788028235776815
SRR15884456	0.21024862825384982
SRR15884457	0.2479912707072711
SRR15884458	0.0786440408390325
SRR15884459	0.192651518955507
SRR15884460	0.2507937622575451
SRR15884461	0.08527463600436348
SRR15884462	0.16927485361110664
SRR15884463	0.1561201743660016
SRR15884464	0.21592473230040357
SRR15884465	0.1372121924866204
SRR15884466	0.20708310360914375
SRR15884467	0.17149787852322326
SRR15884468	0.1706344709724623
SRR15884469	0.04517018925785323
SRR15884470	0.18707546217067758
SRR15884471	0.13490599911868606
SRR15884472	0.23071396022303065
SRR15884473	0.09741373849800922
SRR15884474	0.19137157030186963
SRR15884475	0.13448426039251327
SRR15884476	0.1474830193950789
SRR15884477	0.2682592596550907
SRR15884478	0.1394245518203359
SRR15884479	0.18325920156546166
SRR15884480	0.017537435655674706
SRR15884481	0.06757040917720754
SRR15884482	0.1591151264131492
SRR15884483	0.21955800198986292
SRR15884484	0.08629005874461523
SRR15884485	0.1828389256642165
SRR15884486	0.14145653082113177
SRR15884487	0.178374834022217
SRR15884488	0.024115367299808885
SRR15884489	0.029134983799399036
SRR15884490	0.18675870892837954
SRR15884491	0.3373913869647084
SRR15884492	0.12411150066015401
SRR15884493	0.24185831390469373
SRR15884494	0.08068845194621836
SRR15884495	0.060751052528995375
SRR15884496	0.13204345958004982
SRR15884497	0.2226697666810963
SRR15884498	0.10241923575487312
SRR15884499	0.20116283059340978
SRR15884500	0.1117875360009524
SRR15884501	0.07256843914982532
SRR15884502	0.08333807471419742
SRR15884503	0.07215112411970867
SRR15884504	0.051388451624554014
SRR15884505	0.11845162462183609
SRR15884506	0.10314294883281293
SRR15884507	0.1395021683212628
SRR15884508	0.07590664536811215
SRR15884509	0.16893351112166347
SRR15884510	0.04915961829168832
SRR15884511	0.08986903364158844
SRR15884512	0.03463105942140132
SRR15884513	0.05751412362831115
SRR15884514	0.029064166844500614
SRR15884515	0.030646575366808367
SRR15884516	0.12384124103744837
SRR15884517	0.020691211608160363
SRR15884518	0.04602662120856627
SRR15884519	0.08376862863517315
SRR15884520	0.14689924601435317
SRR15884521	0.04611347379335131
SRR15884522	0.025752869004037022
SRR15884523	0.07337046888636634
SRR15884524	0.18246274373519278
SRR15884525	0.10585891403405073
SRR15884526	0.08413528846692313
SRR15884527	0.060379589573362646
SRR15884528	0.029064991590591106
SRR15884529	0.13907343624826954
SRR15884530	0.04840314107266231
SRR15884531	0.04352158899563655
SRR15884532	0.17562180515836928
SRR15884533	0.07458629250968171
SRR15884534	0.17932424455896168
SRR15884535	0.036023217430494844
SRR15884536	0.09026354572393784
SRR15884537	0.029786002630899915
SRR15884538	0.12371378489260701
SRR15884539	0.09318644565127931
SRR15884540	0.11875256980561061
SRR15884541	0.03749413554225983
SRR15884542	0.09365087593275054
SRR15884543	0.1300631300420598
SRR15884544	0.14497290728911832
SRR15884545	0.1176935103751302
SRR15884546	0.029082844441411765
SRR15884547	0.0561126758691904
SRR15884548	0.20743830618823314
SRR15884549	0.0586536447191829
SRR15884550	0.1114076416123477
SRR15884551	0.07204089100911698
SRR15884552	0.08786489376586065
SRR15884553	0.14125869977017208
SRR15884554	0.08882522970222168
SRR15884555	0.14447895295339944
SRR15884556	0.218132088507601
SRR15884557	0.04793801346406222
SRR15884558	0.04715188559730378
SRR15884559	0.03927920139010917
SRR15884560	0.06278052914423336
SRR15884561	0.04399574261997815
SRR15884562	0.027627785120273023
SRR15884563	0.116872237140314
SRR15884564	0.05854901032265892
SRR15884565	0.046809493040083715
SRR15884566	0.072939749666111
SRR15884567	0.03233362824706323
SRR15884568	0.13205121114993945
SRR15884569	0.018510325930529783
SRR15884570	0.08664673029378682
SRR15884571	0.09180569470136675
SRR15884572	0.05143058280519267
SRR15884573	0.08537167017618222
SRR15884574	0.11223207913176832
SRR15884575	0.14937171627193813
SRR15884576	0.15688554333605434
SRR15884577	0.05360400019980141
SRR15884578	0.03240763306055613
SRR15884579	0.06849049663127574
SRR15884580	0.2553619680309696
SRR15884581	0.0757475577987498
SRR15884582	0.05340288479478543
SRR15884583	0.04780931704451797
SRR15884584	0.1245897657700443
SRR15884585	0.024777536278069393
SRR15884586	0.0895634146090511
SRR15884587	0.1306687651443139
SRR15884588	0.11980883187769117
SRR15884589	0.08030678889437029
SRR15884590	0.0574436758209996
SRR15884591	0.11651958244415299
SRR15884592	0.10782938837359379
SRR15884593	0.06193713697714961
SRR15884594	0.06944948184686107
SRR15884595	0.03819831154600958
SRR15884596	0.07279734538714497
SRR15884597	0.15377678868547295
SRR15884598	0.12688992390462014
SRR15884599	0.06946498832882608
SRR15884600	0.10207363737553131
SRR15884601	0.1917885413803264
SRR15884602	0.14728006938234464
SRR15884603	0.10129604070162433
SRR15884604	0.16266960127832802
SRR15884605	0.03205483915212519
SRR15884606	0.20600827586334194
SRR15884607	0.1612203591855467
SRR15884608	0.1043118339689401
SRR15884609	0.14216637835893797
SRR15884610	0.07966027353247646
SRR15884611	0.11286854356038635
SRR15884612	0.0821942924993447
SRR15884613	0.14443343823129537
SRR15884614	0.2258312464267851
