,Group,C,gamma,kernel,max_iter,probability,random_state,accuracy,precision,recall,roc_auc,f1,f2
0,selected_features,0.1,0.1,linear,250,True,1234,0.7525773195876289,0.7709923664122137,0.7062937062937062,0.7517955017955018,0.7372262773722628,0.7183499288762446
0,selected_features,0.1,0.1,linear,250,True,1234,0.4766355140186916,0.36507936507936506,0.5897435897435898,0.5007541478129713,0.45098039215686275,0.5251141552511417
